id,flightNo,date,departure,destination,weekday,month
459,DUPA43084,2017-12-15,Dublin,Paris,Friday,December
460,DULO43084,2017-12-15,Dublin,London,Friday,December
461,BERO43085,2017-12-16,Berlin,Rome,Saturday,December
462,BEPA43085,2017-12-16,Berlin,Paris,Saturday,December
463,BELO43085,2017-12-16,Berlin,London,Saturday,December
464,BEDU43085,2017-12-16,Berlin,Dublin,Saturday,December
465,ROBE43085,2017-12-16,Rome,Berlin,Saturday,December
466,ROPA43085,2017-12-16,Rome,Paris,Saturday,December
467,ROLO43085,2017-12-16,Rome,London,Saturday,December
468,RODU43085,2017-12-16,Rome,Dublin,Saturday,December
469,PALO43085,2017-12-16,Paris,London,Saturday,December
470,PADU43085,2017-12-16,Paris,Dublin,Saturday,December
471,PABE43085,2017-12-16,Paris,Berlin,Saturday,December
472,PARO43085,2017-12-16,Paris,Rome,Saturday,December
473,LODU43085,2017-12-16,London,Dublin,Saturday,December
474,LOBE43085,2017-12-16,London,Berlin,Saturday,December
475,LORO43085,2017-12-16,London,Rome,Saturday,December
476,LOPA43085,2017-12-16,London,Paris,Saturday,December
477,DUBE43085,2017-12-16,Dublin,Berlin,Saturday,December
478,DURO43085,2017-12-16,Dublin,Rome,Saturday,December
479,DUPA43085,2017-12-16,Dublin,Paris,Saturday,December
480,DULO43085,2017-12-16,Dublin,London,Saturday,December
481,BERO43086,2017-12-17,Berlin,Rome,Sunday,December
482,BEPA43086,2017-12-17,Berlin,Paris,Sunday,December
483,BELO43086,2017-12-17,Berlin,London,Sunday,December
484,BEDU43086,2017-12-17,Berlin,Dublin,Sunday,December
485,ROBE43086,2017-12-17,Rome,Berlin,Sunday,December
486,ROPA43086,2017-12-17,Rome,Paris,Sunday,December
487,ROLO43086,2017-12-17,Rome,London,Sunday,December
488,RODU43086,2017-12-17,Rome,Dublin,Sunday,December
489,PALO43086,2017-12-17,Paris,London,Sunday,December
490,PADU43086,2017-12-17,Paris,Dublin,Sunday,December
491,PABE43086,2017-12-17,Paris,Berlin,Sunday,December
492,PARO43086,2017-12-17,Paris,Rome,Sunday,December
493,LODU43086,2017-12-17,London,Dublin,Sunday,December
494,LOBE43086,2017-12-17,London,Berlin,Sunday,December
495,LORO43086,2017-12-17,London,Rome,Sunday,December
496,LOPA43086,2017-12-17,London,Paris,Sunday,December
497,DUBE43086,2017-12-17,Dublin,Berlin,Sunday,December
498,DURO43086,2017-12-17,Dublin,Rome,Sunday,December
499,DUPA43086,2017-12-17,Dublin,Paris,Sunday,December
500,DULO43086,2017-12-17,Dublin,London,Sunday,December
501,BERO43087,2017-12-18,Berlin,Rome,Monday,December
502,BEPA43087,2017-12-18,Berlin,Paris,Monday,December
503,BELO43087,2017-12-18,Berlin,London,Monday,December
504,BEDU43087,2017-12-18,Berlin,Dublin,Monday,December
505,ROBE43087,2017-12-18,Rome,Berlin,Monday,December
506,ROPA43087,2017-12-18,Rome,Paris,Monday,December
507,ROLO43087,2017-12-18,Rome,London,Monday,December
508,RODU43087,2017-12-18,Rome,Dublin,Monday,December
509,PALO43087,2017-12-18,Paris,London,Monday,December
510,PADU43087,2017-12-18,Paris,Dublin,Monday,December
511,PABE43087,2017-12-18,Paris,Berlin,Monday,December
512,PARO43087,2017-12-18,Paris,Rome,Monday,December
513,LODU43087,2017-12-18,London,Dublin,Monday,December
514,LOBE43087,2017-12-18,London,Berlin,Monday,December
515,LORO43087,2017-12-18,London,Rome,Monday,December
516,LOPA43087,2017-12-18,London,Paris,Monday,December
517,DUBE43087,2017-12-18,Dublin,Berlin,Monday,December
518,DURO43087,2017-12-18,Dublin,Rome,Monday,December
519,DUPA43087,2017-12-18,Dublin,Paris,Monday,December
520,DULO43087,2017-12-18,Dublin,London,Monday,December
521,BERO43088,2017-12-19,Berlin,Rome,Tuesday,December
522,BEPA43088,2017-12-19,Berlin,Paris,Tuesday,December
523,BELO43088,2017-12-19,Berlin,London,Tuesday,December
524,BEDU43088,2017-12-19,Berlin,Dublin,Tuesday,December
525,ROBE43088,2017-12-19,Rome,Berlin,Tuesday,December
526,ROPA43088,2017-12-19,Rome,Paris,Tuesday,December
527,ROLO43088,2017-12-19,Rome,London,Tuesday,December
528,RODU43088,2017-12-19,Rome,Dublin,Tuesday,December
529,PALO43088,2017-12-19,Paris,London,Tuesday,December
530,PADU43088,2017-12-19,Paris,Dublin,Tuesday,December
531,PABE43088,2017-12-19,Paris,Berlin,Tuesday,December
532,PARO43088,2017-12-19,Paris,Rome,Tuesday,December
533,LODU43088,2017-12-19,London,Dublin,Tuesday,December
534,LOBE43088,2017-12-19,London,Berlin,Tuesday,December
535,LORO43088,2017-12-19,London,Rome,Tuesday,December
536,LOPA43088,2017-12-19,London,Paris,Tuesday,December
537,DUBE43088,2017-12-19,Dublin,Berlin,Tuesday,December
538,DURO43088,2017-12-19,Dublin,Rome,Tuesday,December
539,DUPA43088,2017-12-19,Dublin,Paris,Tuesday,December
540,DULO43088,2017-12-19,Dublin,London,Tuesday,December
541,BERO43089,2017-12-20,Berlin,Rome,Wednesday,December
542,BEPA43089,2017-12-20,Berlin,Paris,Wednesday,December
543,BELO43089,2017-12-20,Berlin,London,Wednesday,December
544,BEDU43089,2017-12-20,Berlin,Dublin,Wednesday,December
545,ROBE43089,2017-12-20,Rome,Berlin,Wednesday,December
546,ROPA43089,2017-12-20,Rome,Paris,Wednesday,December
547,ROLO43089,2017-12-20,Rome,London,Wednesday,December
548,RODU43089,2017-12-20,Rome,Dublin,Wednesday,December
549,PALO43089,2017-12-20,Paris,London,Wednesday,December
550,PADU43089,2017-12-20,Paris,Dublin,Wednesday,December
551,PABE43089,2017-12-20,Paris,Berlin,Wednesday,December
552,PARO43089,2017-12-20,Paris,Rome,Wednesday,December
553,LODU43089,2017-12-20,London,Dublin,Wednesday,December
554,LOBE43089,2017-12-20,London,Berlin,Wednesday,December
555,LORO43089,2017-12-20,London,Rome,Wednesday,December
556,LOPA43089,2017-12-20,London,Paris,Wednesday,December
557,DUBE43089,2017-12-20,Dublin,Berlin,Wednesday,December
558,DURO43089,2017-12-20,Dublin,Rome,Wednesday,December
559,DUPA43089,2017-12-20,Dublin,Paris,Wednesday,December
560,DULO43089,2017-12-20,Dublin,London,Wednesday,December
561,BERO43090,2017-12-21,Berlin,Rome,Thursday,December
562,BEPA43090,2017-12-21,Berlin,Paris,Thursday,December
563,BELO43090,2017-12-21,Berlin,London,Thursday,December
564,BEDU43090,2017-12-21,Berlin,Dublin,Thursday,December
565,ROBE43090,2017-12-21,Rome,Berlin,Thursday,December
566,ROPA43090,2017-12-21,Rome,Paris,Thursday,December
567,ROLO43090,2017-12-21,Rome,London,Thursday,December
568,RODU43090,2017-12-21,Rome,Dublin,Thursday,December
569,PALO43090,2017-12-21,Paris,London,Thursday,December
570,PADU43090,2017-12-21,Paris,Dublin,Thursday,December
571,PABE43090,2017-12-21,Paris,Berlin,Thursday,December
572,PARO43090,2017-12-21,Paris,Rome,Thursday,December
573,LODU43090,2017-12-21,London,Dublin,Thursday,December
574,LOBE43090,2017-12-21,London,Berlin,Thursday,December
575,LORO43090,2017-12-21,London,Rome,Thursday,December
576,LOPA43090,2017-12-21,London,Paris,Thursday,December
577,DUBE43090,2017-12-21,Dublin,Berlin,Thursday,December
578,DURO43090,2017-12-21,Dublin,Rome,Thursday,December
579,DUPA43090,2017-12-21,Dublin,Paris,Thursday,December
580,DULO43090,2017-12-21,Dublin,London,Thursday,December
581,BERO43091,2017-12-22,Berlin,Rome,Friday,December
582,BEPA43091,2017-12-22,Berlin,Paris,Friday,December
583,BELO43091,2017-12-22,Berlin,London,Friday,December
584,BEDU43091,2017-12-22,Berlin,Dublin,Friday,December
585,ROBE43091,2017-12-22,Rome,Berlin,Friday,December
586,ROPA43091,2017-12-22,Rome,Paris,Friday,December
587,ROLO43091,2017-12-22,Rome,London,Friday,December
588,RODU43091,2017-12-22,Rome,Dublin,Friday,December
589,PALO43091,2017-12-22,Paris,London,Friday,December
590,PADU43091,2017-12-22,Paris,Dublin,Friday,December
591,PABE43091,2017-12-22,Paris,Berlin,Friday,December
592,PARO43091,2017-12-22,Paris,Rome,Friday,December
593,LODU43091,2017-12-22,London,Dublin,Friday,December
594,LOBE43091,2017-12-22,London,Berlin,Friday,December
595,LORO43091,2017-12-22,London,Rome,Friday,December
596,LOPA43091,2017-12-22,London,Paris,Friday,December
597,DUBE43091,2017-12-22,Dublin,Berlin,Friday,December
598,DURO43091,2017-12-22,Dublin,Rome,Friday,December
599,DUPA43091,2017-12-22,Dublin,Paris,Friday,December
600,DULO43091,2017-12-22,Dublin,London,Friday,December
601,BERO43092,2017-12-23,Berlin,Rome,Saturday,December
602,BEPA43092,2017-12-23,Berlin,Paris,Saturday,December
603,BELO43092,2017-12-23,Berlin,London,Saturday,December
604,BEDU43092,2017-12-23,Berlin,Dublin,Saturday,December
605,ROBE43092,2017-12-23,Rome,Berlin,Saturday,December
606,ROPA43092,2017-12-23,Rome,Paris,Saturday,December
607,ROLO43092,2017-12-23,Rome,London,Saturday,December
608,RODU43092,2017-12-23,Rome,Dublin,Saturday,December
609,PALO43092,2017-12-23,Paris,London,Saturday,December
610,PADU43092,2017-12-23,Paris,Dublin,Saturday,December
611,PABE43092,2017-12-23,Paris,Berlin,Saturday,December
612,PARO43092,2017-12-23,Paris,Rome,Saturday,December
613,LODU43092,2017-12-23,London,Dublin,Saturday,December
614,LOBE43092,2017-12-23,London,Berlin,Saturday,December
615,LORO43092,2017-12-23,London,Rome,Saturday,December
616,LOPA43092,2017-12-23,London,Paris,Saturday,December
617,DUBE43092,2017-12-23,Dublin,Berlin,Saturday,December
618,DURO43092,2017-12-23,Dublin,Rome,Saturday,December
619,DUPA43092,2017-12-23,Dublin,Paris,Saturday,December
620,DULO43092,2017-12-23,Dublin,London,Saturday,December
621,BERO43093,2017-12-24,Berlin,Rome,Sunday,December
622,BEPA43093,2017-12-24,Berlin,Paris,Sunday,December
623,BELO43093,2017-12-24,Berlin,London,Sunday,December
624,BEDU43093,2017-12-24,Berlin,Dublin,Sunday,December
625,ROBE43093,2017-12-24,Rome,Berlin,Sunday,December
626,ROPA43093,2017-12-24,Rome,Paris,Sunday,December
627,ROLO43093,2017-12-24,Rome,London,Sunday,December
628,RODU43093,2017-12-24,Rome,Dublin,Sunday,December
629,PALO43093,2017-12-24,Paris,London,Sunday,December
630,PADU43093,2017-12-24,Paris,Dublin,Sunday,December
631,PABE43093,2017-12-24,Paris,Berlin,Sunday,December
632,PARO43093,2017-12-24,Paris,Rome,Sunday,December
633,LODU43093,2017-12-24,London,Dublin,Sunday,December
634,LOBE43093,2017-12-24,London,Berlin,Sunday,December
635,LORO43093,2017-12-24,London,Rome,Sunday,December
636,LOPA43093,2017-12-24,London,Paris,Sunday,December
637,DUBE43093,2017-12-24,Dublin,Berlin,Sunday,December
638,DURO43093,2017-12-24,Dublin,Rome,Sunday,December
639,DUPA43093,2017-12-24,Dublin,Paris,Sunday,December
640,DULO43093,2017-12-24,Dublin,London,Sunday,December
641,BERO43094,2017-12-25,Berlin,Rome,Monday,December
642,BEPA43094,2017-12-25,Berlin,Paris,Monday,December
643,BELO43094,2017-12-25,Berlin,London,Monday,December
644,BEDU43094,2017-12-25,Berlin,Dublin,Monday,December
645,ROBE43094,2017-12-25,Rome,Berlin,Monday,December
646,ROPA43094,2017-12-25,Rome,Paris,Monday,December
647,ROLO43094,2017-12-25,Rome,London,Monday,December
648,RODU43094,2017-12-25,Rome,Dublin,Monday,December
649,PALO43094,2017-12-25,Paris,London,Monday,December
650,PADU43094,2017-12-25,Paris,Dublin,Monday,December
651,PABE43094,2017-12-25,Paris,Berlin,Monday,December
652,PARO43094,2017-12-25,Paris,Rome,Monday,December
653,LODU43094,2017-12-25,London,Dublin,Monday,December
654,LOBE43094,2017-12-25,London,Berlin,Monday,December
655,LORO43094,2017-12-25,London,Rome,Monday,December
656,LOPA43094,2017-12-25,London,Paris,Monday,December
657,DUBE43094,2017-12-25,Dublin,Berlin,Monday,December
658,DURO43094,2017-12-25,Dublin,Rome,Monday,December
659,DUPA43094,2017-12-25,Dublin,Paris,Monday,December
660,DULO43094,2017-12-25,Dublin,London,Monday,December
661,BERO43095,2017-12-26,Berlin,Rome,Tuesday,December
662,BEPA43095,2017-12-26,Berlin,Paris,Tuesday,December
663,BELO43095,2017-12-26,Berlin,London,Tuesday,December
664,BEDU43095,2017-12-26,Berlin,Dublin,Tuesday,December
665,ROBE43095,2017-12-26,Rome,Berlin,Tuesday,December
666,ROPA43095,2017-12-26,Rome,Paris,Tuesday,December
667,ROLO43095,2017-12-26,Rome,London,Tuesday,December
668,RODU43095,2017-12-26,Rome,Dublin,Tuesday,December
669,PALO43095,2017-12-26,Paris,London,Tuesday,December
670,PADU43095,2017-12-26,Paris,Dublin,Tuesday,December
671,PABE43095,2017-12-26,Paris,Berlin,Tuesday,December
672,PARO43095,2017-12-26,Paris,Rome,Tuesday,December
673,LODU43095,2017-12-26,London,Dublin,Tuesday,December
674,LOBE43095,2017-12-26,London,Berlin,Tuesday,December
675,LORO43095,2017-12-26,London,Rome,Tuesday,December
676,LOPA43095,2017-12-26,London,Paris,Tuesday,December
677,DUBE43095,2017-12-26,Dublin,Berlin,Tuesday,December
678,DURO43095,2017-12-26,Dublin,Rome,Tuesday,December
679,DUPA43095,2017-12-26,Dublin,Paris,Tuesday,December
680,DULO43095,2017-12-26,Dublin,London,Tuesday,December
681,BERO43096,2017-12-27,Berlin,Rome,Wednesday,December
682,BEPA43096,2017-12-27,Berlin,Paris,Wednesday,December
683,BELO43096,2017-12-27,Berlin,London,Wednesday,December
684,BEDU43096,2017-12-27,Berlin,Dublin,Wednesday,December
685,ROBE43096,2017-12-27,Rome,Berlin,Wednesday,December
686,ROPA43096,2017-12-27,Rome,Paris,Wednesday,December
687,ROLO43096,2017-12-27,Rome,London,Wednesday,December
688,RODU43096,2017-12-27,Rome,Dublin,Wednesday,December
689,PALO43096,2017-12-27,Paris,London,Wednesday,December
690,PADU43096,2017-12-27,Paris,Dublin,Wednesday,December
691,PABE43096,2017-12-27,Paris,Berlin,Wednesday,December
692,PARO43096,2017-12-27,Paris,Rome,Wednesday,December
693,LODU43096,2017-12-27,London,Dublin,Wednesday,December
694,LOBE43096,2017-12-27,London,Berlin,Wednesday,December
695,LORO43096,2017-12-27,London,Rome,Wednesday,December
696,LOPA43096,2017-12-27,London,Paris,Wednesday,December
697,DUBE43096,2017-12-27,Dublin,Berlin,Wednesday,December
698,DURO43096,2017-12-27,Dublin,Rome,Wednesday,December
699,DUPA43096,2017-12-27,Dublin,Paris,Wednesday,December
700,DULO43096,2017-12-27,Dublin,London,Wednesday,December
701,BERO43097,2017-12-28,Berlin,Rome,Thursday,December
702,BEPA43097,2017-12-28,Berlin,Paris,Thursday,December
703,BELO43097,2017-12-28,Berlin,London,Thursday,December
704,BEDU43097,2017-12-28,Berlin,Dublin,Thursday,December
705,ROBE43097,2017-12-28,Rome,Berlin,Thursday,December
706,ROPA43097,2017-12-28,Rome,Paris,Thursday,December
707,ROLO43097,2017-12-28,Rome,London,Thursday,December
708,RODU43097,2017-12-28,Rome,Dublin,Thursday,December
709,PALO43097,2017-12-28,Paris,London,Thursday,December
710,PADU43097,2017-12-28,Paris,Dublin,Thursday,December
711,PABE43097,2017-12-28,Paris,Berlin,Thursday,December
712,PARO43097,2017-12-28,Paris,Rome,Thursday,December
713,LODU43097,2017-12-28,London,Dublin,Thursday,December
714,LOBE43097,2017-12-28,London,Berlin,Thursday,December
715,LORO43097,2017-12-28,London,Rome,Thursday,December
716,LOPA43097,2017-12-28,London,Paris,Thursday,December
717,DUBE43097,2017-12-28,Dublin,Berlin,Thursday,December
718,DURO43097,2017-12-28,Dublin,Rome,Thursday,December
719,DUPA43097,2017-12-28,Dublin,Paris,Thursday,December
720,DULO43097,2017-12-28,Dublin,London,Thursday,December
721,BERO43098,2017-12-29,Berlin,Rome,Friday,December
722,BEPA43098,2017-12-29,Berlin,Paris,Friday,December
723,BELO43098,2017-12-29,Berlin,London,Friday,December
724,BEDU43098,2017-12-29,Berlin,Dublin,Friday,December
725,ROBE43098,2017-12-29,Rome,Berlin,Friday,December
726,ROPA43098,2017-12-29,Rome,Paris,Friday,December
727,ROLO43098,2017-12-29,Rome,London,Friday,December
728,RODU43098,2017-12-29,Rome,Dublin,Friday,December
729,PALO43098,2017-12-29,Paris,London,Friday,December
730,PADU43098,2017-12-29,Paris,Dublin,Friday,December
731,PABE43098,2017-12-29,Paris,Berlin,Friday,December
732,PARO43098,2017-12-29,Paris,Rome,Friday,December
733,LODU43098,2017-12-29,London,Dublin,Friday,December
734,LOBE43098,2017-12-29,London,Berlin,Friday,December
735,LORO43098,2017-12-29,London,Rome,Friday,December
736,LOPA43098,2017-12-29,London,Paris,Friday,December
737,DUBE43098,2017-12-29,Dublin,Berlin,Friday,December
738,DURO43098,2017-12-29,Dublin,Rome,Friday,December
739,DUPA43098,2017-12-29,Dublin,Paris,Friday,December
740,DULO43098,2017-12-29,Dublin,London,Friday,December
741,BERO43099,2017-12-30,Berlin,Rome,Saturday,December
742,BEPA43099,2017-12-30,Berlin,Paris,Saturday,December
743,BELO43099,2017-12-30,Berlin,London,Saturday,December
744,BEDU43099,2017-12-30,Berlin,Dublin,Saturday,December
745,ROBE43099,2017-12-30,Rome,Berlin,Saturday,December
746,ROPA43099,2017-12-30,Rome,Paris,Saturday,December
747,ROLO43099,2017-12-30,Rome,London,Saturday,December
748,RODU43099,2017-12-30,Rome,Dublin,Saturday,December
749,PALO43099,2017-12-30,Paris,London,Saturday,December
750,PADU43099,2017-12-30,Paris,Dublin,Saturday,December
751,PABE43099,2017-12-30,Paris,Berlin,Saturday,December
752,PARO43099,2017-12-30,Paris,Rome,Saturday,December
753,LODU43099,2017-12-30,London,Dublin,Saturday,December
754,LOBE43099,2017-12-30,London,Berlin,Saturday,December
755,LORO43099,2017-12-30,London,Rome,Saturday,December
756,LOPA43099,2017-12-30,London,Paris,Saturday,December
757,DUBE43099,2017-12-30,Dublin,Berlin,Saturday,December
758,DURO43099,2017-12-30,Dublin,Rome,Saturday,December
759,DUPA43099,2017-12-30,Dublin,Paris,Saturday,December
760,DULO43099,2017-12-30,Dublin,London,Saturday,December
761,BERO43100,2017-12-31,Berlin,Rome,Sunday,December
762,BEPA43100,2017-12-31,Berlin,Paris,Sunday,December
763,BELO43100,2017-12-31,Berlin,London,Sunday,December
764,BEDU43100,2017-12-31,Berlin,Dublin,Sunday,December
765,ROBE43100,2017-12-31,Rome,Berlin,Sunday,December
766,ROPA43100,2017-12-31,Rome,Paris,Sunday,December
767,ROLO43100,2017-12-31,Rome,London,Sunday,December
768,RODU43100,2017-12-31,Rome,Dublin,Sunday,December
769,PALO43100,2017-12-31,Paris,London,Sunday,December
770,PADU43100,2017-12-31,Paris,Dublin,Sunday,December
771,PABE43100,2017-12-31,Paris,Berlin,Sunday,December
772,PARO43100,2017-12-31,Paris,Rome,Sunday,December
773,LODU43100,2017-12-31,London,Dublin,Sunday,December
774,LOBE43100,2017-12-31,London,Berlin,Sunday,December
775,LORO43100,2017-12-31,London,Rome,Sunday,December
776,LOPA43100,2017-12-31,London,Paris,Sunday,December
777,DUBE43100,2017-12-31,Dublin,Berlin,Sunday,December
778,DURO43100,2017-12-31,Dublin,Rome,Sunday,December
779,DUPA43100,2017-12-31,Dublin,Paris,Sunday,December
780,DULO43100,2017-12-31,Dublin,London,Sunday,December
781,BERO43101,2018-01-01,Berlin,Rome,Monday,January
782,BEPA43101,2018-01-01,Berlin,Paris,Monday,January
783,BELO43101,2018-01-01,Berlin,London,Monday,January
784,BEDU43101,2018-01-01,Berlin,Dublin,Monday,January
785,ROBE43101,2018-01-01,Rome,Berlin,Monday,January
786,ROPA43101,2018-01-01,Rome,Paris,Monday,January
787,ROLO43101,2018-01-01,Rome,London,Monday,January
788,RODU43101,2018-01-01,Rome,Dublin,Monday,January
789,PALO43101,2018-01-01,Paris,London,Monday,January
790,PADU43101,2018-01-01,Paris,Dublin,Monday,January
791,PABE43101,2018-01-01,Paris,Berlin,Monday,January
792,PARO43101,2018-01-01,Paris,Rome,Monday,January
793,LODU43101,2018-01-01,London,Dublin,Monday,January
794,LOBE43101,2018-01-01,London,Berlin,Monday,January
795,LORO43101,2018-01-01,London,Rome,Monday,January
796,LOPA43101,2018-01-01,London,Paris,Monday,January
797,DUBE43101,2018-01-01,Dublin,Berlin,Monday,January
798,DURO43101,2018-01-01,Dublin,Rome,Monday,January
799,DUPA43101,2018-01-01,Dublin,Paris,Monday,January
800,DULO43101,2018-01-01,Dublin,London,Monday,January
801,BERO43102,2018-01-02,Berlin,Rome,Tuesday,January
802,BEPA43102,2018-01-02,Berlin,Paris,Tuesday,January
803,BELO43102,2018-01-02,Berlin,London,Tuesday,January
804,BEDU43102,2018-01-02,Berlin,Dublin,Tuesday,January
805,ROBE43102,2018-01-02,Rome,Berlin,Tuesday,January
806,ROPA43102,2018-01-02,Rome,Paris,Tuesday,January
807,ROLO43102,2018-01-02,Rome,London,Tuesday,January
808,RODU43102,2018-01-02,Rome,Dublin,Tuesday,January
809,PALO43102,2018-01-02,Paris,London,Tuesday,January
810,PADU43102,2018-01-02,Paris,Dublin,Tuesday,January
811,PABE43102,2018-01-02,Paris,Berlin,Tuesday,January
812,PARO43102,2018-01-02,Paris,Rome,Tuesday,January
813,LODU43102,2018-01-02,London,Dublin,Tuesday,January
814,LOBE43102,2018-01-02,London,Berlin,Tuesday,January
815,LORO43102,2018-01-02,London,Rome,Tuesday,January
816,LOPA43102,2018-01-02,London,Paris,Tuesday,January
817,DUBE43102,2018-01-02,Dublin,Berlin,Tuesday,January
818,DURO43102,2018-01-02,Dublin,Rome,Tuesday,January
819,DUPA43102,2018-01-02,Dublin,Paris,Tuesday,January
820,DULO43102,2018-01-02,Dublin,London,Tuesday,January
821,BERO43103,2018-01-03,Berlin,Rome,Wednesday,January
822,BEPA43103,2018-01-03,Berlin,Paris,Wednesday,January
